,id,name,MUC_R,MUC_P,MUC_F1,B3_R,B3_P,B3_F1,CEAFm_R,CEAFm_P,CEAFm_F1,CEAFe_R,CEAFe_P,CEAFe_F1,BLANC_R,BLANC_P,BLANC_F1,LEA_R,LEA_P,LEA_F1,CoNLL_2012
65,66,aden-040,1.0,0.9230769230769231,0.9600000000000001,1.0,0.9215686274509803,0.9591836734693877,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.76,0.95,0.8444444444444444,0.9902912621359223,0.9714285714285714,0.9803921568627452,0.9411764705882353,0.8823529411764706,0.9108159392789373,0.9212093726379441
66,67,aden-042,1.0,0.9090909090909091,0.9523809523809523,1.0,0.9444444444444444,0.9714285714285714,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.8333333333333334,0.9523809523809524,0.8888888888888888,0.9963235294117647,0.9722222222222222,0.9838692672641012,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9375661375661375
67,68,aden-043,0.9,1.0,0.9473684210526315,0.875,1.0,0.9333333333333333,0.875,1.0,0.9333333333333333,0.8333333333333334,1.0,0.9090909090909091,0.8346659051970302,1.0,0.9061967994552265,0.875,1.0,0.9333333333333333,0.9299308878256246
68,69,aden-045,0.9411764705882353,1.0,0.9696969696969697,0.9206349206349206,1.0,0.9586776859504132,0.9523809523809523,1.0,0.975609756097561,0.95,0.95,0.9500000000000001,0.921677459142769,1.0,0.9585561497326203,0.9047619047619048,1.0,0.9500000000000001,0.9594582185491277
69,70,aden-046,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9132231404958678,0.9134199134199135,0.9133215163593276,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.7818181818181819,0.9772727272727273,0.8686868686868687,0.8627214170692432,0.927536231884058,0.8928827665375234,0.8636363636363636,0.9047619047619048,0.8837209302325582,0.9077282852114772
70,71,aden-047,1.0,0.9166666666666666,0.9565217391304347,1.0,0.9375,0.967741935483871,0.9375,0.9375,0.9375,0.7333333333333333,0.9166666666666666,0.8148148148148148,0.9941176470588236,0.9861111111111112,0.9899991665972164,0.875,0.875,0.875,0.9130261631430402
71,72,aden-049,0.875,0.875,0.875,0.8717948717948718,0.8888888888888888,0.8802588996763754,0.8461538461538461,0.9166666666666666,0.8799999999999999,0.7333333333333333,0.9166666666666666,0.8148148148148148,0.8307692307692307,0.9230769230769231,0.8722294654498044,0.7692307692307693,0.8333333333333334,0.8,0.85669123816373
72,73,aden-051,0.9,1.0,0.9473684210526315,0.8875,1.0,0.9403973509933775,0.9375,1.0,0.967741935483871,0.9814814814814815,0.9814814814814815,0.9814814814814815,0.8289548829240434,1.0,0.9051282051282051,0.875,1.0,0.9333333333333333,0.9564157511758302
73,74,aden-052,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
74,75,aden-053,0.9,1.0,0.9473684210526315,0.9166666666666666,1.0,0.9565217391304347,0.9444444444444444,1.0,0.9714285714285714,0.9583333333333333,0.9583333333333333,0.9583333333333334,0.9117647058823529,1.0,0.9535984848484849,0.8888888888888888,0.9411764705882353,0.9142857142857143,0.9540744978387998
75,76,bossuetdiscours-001,1.0,0.9583333333333334,0.9787234042553191,1.0,0.9722222222222222,0.9859154929577464,0.9722222222222222,0.9722222222222222,0.9722222222222221,0.8974358974358974,0.9722222222222222,0.9333333333333332,0.9991349480968859,0.9905660377358491,0.9948051948051948,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9659907435154662
76,77,codecivildesfrancais-2-001,0.8571428571428571,1.0,0.923076923076923,0.8541666666666666,1.0,0.9213483146067415,0.9166666666666666,1.0,0.9565217391304347,0.9714285714285715,0.9714285714285715,0.9714285714285715,0.7785714285714285,1.0,0.8733031674208145,0.8333333333333334,1.0,0.9090909090909091,0.9386179363707453
77,78,coeffeteauhistoire-000,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8846153846153846,0.9166666666666666,0.9003558718861209,0.8461538461538461,0.9166666666666666,0.8799999999999999,0.7777777777777778,0.9333333333333333,0.8484848484848485,0.857487922705314,0.9444444444444444,0.8968253968253967,0.7692307692307693,0.8333333333333334,0.8,0.8686611925046088
78,79,coeffeteauhistoire-001,0.8571428571428571,1.0,0.923076923076923,0.8611111111111112,1.0,0.9253731343283582,0.9166666666666666,1.0,0.9565217391304347,0.96,0.96,0.96,0.8099415204678362,1.0,0.8946428571428571,0.8333333333333334,1.0,0.9090909090909091,0.9361500191350938
79,80,es-004,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9615384615384616,0.952914798206278,0.9259259259259259,0.9615384615384616,0.9433962264150942,0.8518518518518517,0.9583333333333333,0.9019607843137255,0.947003631961259,0.9910714285714286,0.9680217831813576,0.8888888888888888,0.9230769230769231,0.9056603773584906,0.933106675654816
80,81,chateaubriandgenie-006,0.875,0.875,0.875,0.9117647058823529,0.9375,0.9244532803180915,0.8823529411764706,0.9375,0.9090909090909091,0.8518518518518517,0.9583333333333333,0.9019607843137255,0.875,0.9375,0.9041666666666667,0.8235294117647058,0.875,0.8484848484848485,0.9004713548772724
81,82,co-003,0.9523809523809523,1.0,0.975609756097561,0.9228571428571428,1.0,0.9598811292719167,0.96,1.0,0.9795918367346939,0.9907407407407407,0.9907407407407407,0.9907407407407406,0.9111689814814815,1.0,0.9532349872555105,0.92,1.0,0.9583333333333334,0.9754105420367394
82,83,aden-055,0.875,0.875,0.875,0.888888888888889,0.9047619047619048,0.896755162241888,0.8666666666666667,0.9285714285714286,0.896551724137931,0.8095238095238094,0.9444444444444443,0.8717948717948717,0.8263157894736842,0.9,0.8602272727272727,0.8,0.8571428571428571,0.8275862068965518,0.8811833446789199
83,84,aden-056,0.875,1.0,0.9333333333333333,0.880952380952381,1.0,0.9367088607594937,0.9285714285714286,1.0,0.962962962962963,0.9666666666666667,0.9666666666666667,0.9666666666666666,0.8320987654320988,1.0,0.9080206033848417,0.8571428571428571,1.0,0.923076923076923,0.9455696202531645
84,85,aden-057,0.75,0.75,0.75,0.7916666666666666,0.8095238095238095,0.8004956629491945,0.75,0.8571428571428571,0.8,0.6666666666666666,0.8888888888888888,0.7619047619047619,0.6478260869565218,0.8,0.7102564102564102,0.625,0.7142857142857143,0.6666666666666666,0.7708001416179855
85,86,aden-058,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9333333333333333,0.9384615384615385,0.9358904109589041,0.9259259259259259,0.9615384615384616,0.9433962264150942,0.8666666666666667,0.975,0.9176470588235294,0.9138987883107625,0.9565217391304348,0.934261465157832,0.8888888888888888,0.9230769230769231,0.9056603773584906,0.9326606380756259
86,87,aden-033,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9123931623931625,0.9234234234234233,0.917875155976386,0.8974358974358975,0.9459459459459459,0.9210526315789473,0.8012820512820512,0.9469696969696969,0.8680555555555555,0.9139249182748075,0.9712643678160919,0.9408507425119557,0.8461538461538461,0.8918918918918919,0.868421052631579,0.9030025448696215
87,88,aden-060,0.9375,0.9375,0.9375,0.9347826086956522,0.9545454545454546,0.944560669456067,0.9130434782608695,0.9545454545454546,0.9333333333333332,0.8095238095238095,0.9444444444444445,0.8717948717948718,0.935856807511737,0.9875,0.9602722772277228,0.8695652173913043,0.9090909090909091,0.888888888888889,0.9179518470836463
88,89,aden-061,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9117647058823529,0.9375,0.9244532803180915,0.8823529411764706,0.9375,0.9090909090909091,0.6666666666666666,0.8888888888888888,0.7619047619047619,0.8876293198327097,0.9915254237288136,0.9335544092360599,0.8235294117647058,0.875,0.8484848484848485,0.8698116550999255
89,90,aden-062,0.9,0.9,0.8999999999999999,0.8928571428571429,0.9230769230769231,0.9077155824508322,0.8571428571428571,0.9230769230769231,0.8888888888888888,0.6666666666666666,0.8888888888888888,0.7619047619047619,0.8642005958291956,0.986842105263158,0.9169496321448783,0.7857142857142857,0.8461538461538461,0.8148148148148148,0.856540114785198
90,91,aden-028,0.9285714285714286,1.0,0.962962962962963,0.9166666666666666,1.0,0.9565217391304347,0.95,1.0,0.9743589743589743,0.9666666666666667,0.9666666666666667,0.9666666666666666,0.9174174174174174,1.0,0.9566993464052287,0.9,1.0,0.9473684210526316,0.9620504562533547
91,92,aden-031,0.7777777777777778,0.7777777777777778,0.7777777777777779,0.8235294117647058,0.8666666666666667,0.8445475638051044,0.7647058823529411,0.8666666666666667,0.8125,0.6666666666666667,0.888888888888889,0.761904761904762,0.7970606629143214,0.9230769230769231,0.8509838998211091,0.6470588235294118,0.7333333333333333,0.6875,0.7947433678292147
92,93,aden-037,0.875,0.875,0.875,0.8714285714285713,0.8769230769230769,0.8741671904462601,0.8571428571428571,0.9230769230769231,0.8888888888888888,0.7999999999999999,0.96,0.8727272727272727,0.7727272727272727,0.8571428571428572,0.8110435663627154,0.7857142857142857,0.8461538461538461,0.8148148148148148,0.8739648210578442
93,94,aden-039,0.875,0.875,0.875,0.9,0.9285714285714286,0.9140625,0.8666666666666667,0.9285714285714286,0.896551724137931,0.8095238095238095,0.9444444444444445,0.8717948717948718,0.8763157894736842,0.95,0.9102272727272727,0.8,0.8571428571428571,0.8275862068965518,0.8869524572649573
94,95,aden-041,0.9166666666666666,0.9166666666666666,0.9166666666666665,0.9117647058823529,0.9375,0.9244532803180915,0.8823529411764706,0.9375,0.9090909090909091,0.7333333333333333,0.9166666666666666,0.8148148148148148,0.9071785819358635,0.9848484848484849,0.9427432216905901,0.8235294117647058,0.875,0.8484848484848485,0.8853115872665243
95,96,aden-044,0.9,0.9,0.8999999999999999,0.8941176470588235,0.9,0.8970491803278688,0.8823529411764706,0.9375,0.9090909090909091,0.8285714285714285,0.9666666666666667,0.8923076923076922,0.8151260504201681,0.8823529411764706,0.8463169051404345,0.8235294117647058,0.875,0.8484848484848485,0.8964522908785203
96,97,aden-048,0.9090909090909091,1.0,0.9523809523809523,0.875,1.0,0.9333333333333333,0.9285714285714286,1.0,0.962962962962963,0.9523809523809524,0.9523809523809524,0.9523809523809523,0.8678571428571429,1.0,0.9285923324553702,0.8571428571428571,1.0,0.923076923076923,0.946031746031746
97,98,aden-050,0.875,1.0,0.9333333333333333,0.8611111111111112,1.0,0.9253731343283582,0.9166666666666666,1.0,0.9565217391304347,0.95,0.95,0.9500000000000001,0.8381712626995645,1.0,0.9119415807560137,0.8333333333333334,1.0,0.9090909090909091,0.9362354892205639
98,99,aden-054,0.9,0.9,0.8999999999999999,0.8941176470588235,0.9,0.8970491803278688,0.8823529411764706,0.9375,0.9090909090909091,0.8285714285714285,0.9666666666666667,0.8923076923076922,0.8151260504201681,0.8823529411764706,0.8463169051404345,0.8235294117647058,0.875,0.8484848484848485,0.8964522908785203
99,100,bossuetdiscours-002,1.0,0.9583333333333334,0.9787234042553191,1.0,0.9619047619047618,0.9805825242718447,0.9714285714285714,0.9714285714285714,0.9714285714285713,0.9,0.9818181818181819,0.9391304347826087,0.998158379373849,0.9814814814814814,0.9896435285107568,0.9714285714285714,0.9428571428571428,0.9569296375266525,0.9661454544365908
100,101,codecivildesfrancais-1-001,1.0,0.9,0.9473684210526315,1.0,0.9375,0.967741935483871,0.9375,0.9375,0.9375,0.8095238095238095,0.9444444444444445,0.8717948717948718,0.995049504950495,0.975,0.9846919249904325,0.875,0.875,0.875,0.9289684094437914
101,102,codecivildesfrancais-2-002,1.0,0.875,0.9333333333333333,1.0,0.8769230769230769,0.9344262295081968,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.8148148148148149,0.9777777777777779,0.888888888888889,0.9705882352941176,0.8571428571428572,0.9015151515151516,0.9230769230769231,0.8461538461538461,0.8829431438127091,0.918882817243473
102,103,aden-063,1.0,0.9230769230769231,0.9600000000000001,1.0,0.95,0.9743589743589743,0.95,0.95,0.9500000000000001,0.8333333333333334,0.9523809523809524,0.8888888888888888,0.9969135802469136,0.9827586206896552,0.9896800825593395,0.9,0.9,0.9,0.9410826210826211
103,104,coeffeteauhistoire-002,1.0,0.875,0.9333333333333333,1.0,0.9285714285714286,0.962962962962963,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.8095238095238095,0.9444444444444445,0.8717948717948718,0.9939024390243902,0.95,0.970616725863739,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9226970560303894
104,105,articleswiki-002,1.0,0.9090909090909091,0.9523809523809523,1.0,0.9333333333333333,0.9655172413793104,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.7333333333333333,0.9166666666666666,0.8148148148148148,0.9931506849315068,0.9848484848484849,0.9888594164456234,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.9109043361916925
105,106,es-005,1.0,0.9473684210526315,0.9729729729729729,1.0,0.9642857142857143,0.9818181818181818,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.8666666666666666,0.9629629629629629,0.9122807017543859,0.9984472049689441,0.9912280701754386,0.9947976162622663,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9556906188485136
106,107,aden-059,1.0,0.9473684210526315,0.9729729729729729,1.0,0.9642857142857143,0.9818181818181818,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.8666666666666666,0.9629629629629629,0.9122807017543859,0.9984939759036144,0.9893617021276595,0.9938695081010072,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9556906188485136
107,108,aden-064,1.0,0.9411764705882353,0.9696969696969697,1.0,0.9466666666666668,0.9726027397260274,0.96,0.96,0.96,0.8666666666666667,0.975,0.9176470588235294,0.9961685823754789,0.975609756097561,0.9855769230769231,0.96,0.92,0.9395744680851065,0.9533155894155089
108,109,diableaucorps-000,0.5,0.5,0.5,0.5637480798771121,0.6393939393939394,0.5991929462105999,0.41935483870967744,0.5909090909090909,0.49056603773584906,0.30196078431372547,0.6416666666666666,0.4106666666666666,0.43965517241379315,0.716230936819172,0.5316695494605057,0.24731182795698922,0.4318181818181818,0.31450161928751347,0.5032865376257555
109,110,diderotessais-000,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5333333333333333,1.0,0.6956521739130435,0.5333333333333333,0.8888888888888888,0.6666666666666666,0.38799157303370785,1.0,0.5359259259259259,0.4666666666666667,0.875,0.608695652173913,0.6666666666666666
110,111,doucelumiere-000,0.38461538461538464,0.625,0.4761904761904762,0.49393939393939396,0.6974358974358974,0.5783082240918281,0.45454545454545453,0.7692307692307693,0.5714285714285714,0.45185185185185184,0.8133333333333332,0.580952380952381,0.28507462686567164,0.7507936507936508,0.40883838383838383,0.3181818181818182,0.5384615384615384,0.39999999999999997,0.5451503604115617
111,112,dubellaydeffense-000,0.16666666666666666,0.6666666666666666,0.26666666666666666,0.2175925925925926,0.8518518518518519,0.34664101330767993,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.4365079365079365,0.4365079365079365,0.4365079365079365,0.1486977589339794,0.6875,0.24276729559748428,0.05925925925925926,0.3333333333333333,0.10062893081761005,0.3499385388274277
112,113,elisabethseton-000,0.0,0.0,0,0.3263888888888889,0.5714285714285714,0.4154696132596685,0.25,0.5714285714285714,0.34782608695652173,0.42857142857142855,0.75,0.5454545454545454,0.10240963855421686,0.4722222222222222,0.16831683168316833,0.0625,0.14285714285714285,0.08695652173913043,0.32030805290473796
113,114,estrepublicain-000,0.1111111111111111,0.1,0.10526315789473684,0.5033333333333334,0.3777777777777778,0.4316099201345104,0.24,0.4,0.3,0.17708333333333331,0.5666666666666667,0.2698412698412698,0.19002948271240955,0.5277777777777778,0.264878385371744,0.04,0.06666666666666667,0.05,0.2689047826235057
114,115,estrepublicain-2-000,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.4861111111111111,0.42000000000000004,0.45064377682403434,0.2777777777777778,0.5,0.35714285714285715,0.16666666666666663,0.611111111111111,0.26190476190476186,0.25839160839160835,0.6071428571428571,0.3031609195402299,0.1111111111111111,0.15,0.12765957446808512,0.33275427481436065
115,116,fables-000,0.3125,0.8333333333333334,0.45454545454545453,0.3424242424242424,0.9090909090909091,0.4974686330618534,0.45454545454545453,0.9090909090909091,0.606060606060606,0.5568783068783069,0.6682539682539682,0.6075036075036074,0.21693121693121692,0.9444444444444444,0.35260742594910305,0.24545454545454548,0.7272727272727273,0.36703483432455397,0.5198392317036384
116,117,madamedehautefort-000,0.6363636363636364,0.9333333333333333,0.7567567567567568,0.34634888438133876,0.9545454545454546,0.5082745667812467,0.4482758620689655,0.5909090909090909,0.5098039215686274,0.45197278911564626,0.45197278911564626,0.45197278911564626,0.342911877394636,0.7693838254172015,0.45230431776458524,0.2629310344827586,0.8636363636363636,0.4031304347826087,0.5723347042178832
117,118,mademoisellefifi-1-000,0.7777777777777778,0.7777777777777778,0.7777777777777779,0.625,0.8205128205128205,0.7095343680709534,0.5714285714285714,0.6153846153846154,0.5925925925925926,0.4471794871794872,0.558974358974359,0.4968660968660969,0.6103825136612022,0.7888138862102217,0.6749215207534007,0.40816326530612246,0.6923076923076923,0.5135520684736091,0.6613927475716094
118,119,mademoisellefifi-2-000,0.2777777777777778,1.0,0.4347826086956522,0.30158730158730157,1.0,0.46341463414634143,0.3333333333333333,1.0,0.5,0.5,0.75,0.6,0.1130952380952381,1.0,0.19696969696969696,0.2857142857142857,0.8571428571428571,0.42857142857142855,0.4993990809473312
119,120,mademoisellefifi-3-000,0.8,0.8,0.8,0.8095238095238095,0.7666666666666666,0.7875125881168177,0.7142857142857143,0.8333333333333334,0.7692307692307693,0.40350877192982454,0.8070175438596491,0.5380116959064327,0.6538461538461539,0.8913043478260869,0.7013071895424836,0.6428571428571429,0.6666666666666666,0.6545454545454545,0.7085080946744168
120,121,morteamoureuse-000,0.8823529411764706,0.8333333333333334,0.8571428571428572,0.8636363636363638,0.807905138339921,0.8348416775941014,0.8,0.8695652173913043,0.8333333333333333,0.5580808080808081,0.8929292929292929,0.6868686868686869,0.8076923076923077,0.8928571428571428,0.8432606855691918,0.72,0.7391304347826086,0.7294398092967818,0.7929510738685485
121,122,nemoville-000,0.8461538461538461,0.7857142857142857,0.8148148148148148,0.8611111111111113,0.8083333333333333,0.8338879645036051,0.7619047619047619,0.8,0.7804878048780488,0.48958333333333326,0.6527777777777777,0.5595238095238094,0.8342999171499585,0.9016648700443167,0.8650328883461464,0.5714285714285714,0.6,0.5853658536585366,0.7360755296140764
122,123,pauletvirginie-000,0.4375,0.5,0.4666666666666667,0.5656565656565657,0.591304347826087,0.5781961737017918,0.45454545454545453,0.6521739130434783,0.5357142857142857,0.36764705882352944,0.6944444444444444,0.4807692307692308,0.4163144547759932,0.6717391304347826,0.4925373134328358,0.30303030303030304,0.30434782608695654,0.30368763557483736,0.5085440237125631
123,124,pauline-000,0.25,0.3333333333333333,0.2857142857142857,0.5333333333333333,0.6666666666666666,0.5925925925925926,0.4444444444444444,0.6666666666666666,0.5333333333333333,0.38095238095238093,0.6349206349206349,0.47619047619047616,0.28076923076923077,0.6666666666666666,0.39271255060728744,0.05555555555555555,0.3333333333333333,0.09523809523809525,0.4514991181657848
124,125,ramsaycyrus-000,0.0625,0.25,0.1,0.1896551724137931,0.5714285714285714,0.28478964401294493,0.13793103448275862,0.5714285714285714,0.2222222222222222,0.141025641025641,0.611111111111111,0.22916666666666663,0.03962669793804358,0.6,0.07175632911392404,0.022988505747126436,0.2857142857142857,0.04255319148936171,0.2046521035598705
125,126,rosaliedeconstant-000,0.7058823529411765,0.8571428571428571,0.7741935483870968,0.66,0.8421052631578947,0.7400140154169587,0.68,0.8947368421052632,0.7727272727272727,0.546969696969697,0.8751515151515152,0.6731934731934732,0.5904840201418149,0.8870967741935484,0.7003357174135163,0.5760000000000001,0.7894736842105263,0.6660499537465311,0.7291336789991762
126,127,sarrasine-000,0.4,0.2857142857142857,0.3333333333333333,0.6607142857142857,0.5454545454545454,0.5975773889636607,0.42857142857142855,0.5454545454545454,0.48,0.28783068783068777,0.6476190476190475,0.39853479853479845,0.45256024096385544,0.6363636363636364,0.5043514297554911,0.14285714285714285,0.2727272727272727,0.18749999999999997,0.4431485069439308
